brand,model,top_speed_kmh,battery_capacity_kWh,battery_type,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,EV_Persona_Cluster,EV_Persona_Label,range_per_kw,charging_risk_flag
Polestar,4 Long Range Single Motor,180,94.0,Lithium-ion,110.0,343.0,157,495,7.4,135.0,CCS,1500.0,526.0,5,RWD,E - Executive,4839,2008,1544,Liftback Sedan,2,Family Utility,3.6666666666666665,0
Porsche,Macan 4 Electric,220,95.0,Lithium-ion,180.0,650.0,184,470,5.2,200.0,CCS,2000.0,540.0,5,AWD,JD - Large,4784,1938,1622,SUV,3,Eco Efficiency,2.35,0
Porsche,Macan 4S Electric,240,95.0,Lithium-ion,180.0,820.0,186,470,4.1,200.0,CCS,2000.0,540.0,5,AWD,JD - Large,4784,1938,1622,SUV,3,Eco Efficiency,2.35,0
Porsche,Macan Electric,220,95.0,Lithium-ion,180.0,563.0,177,495,5.7,200.0,CCS,2000.0,540.0,5,RWD,JD - Large,4784,1938,1623,SUV,3,Eco Efficiency,2.475,0
Porsche,Macan Turbo Electric,260,95.0,Lithium-ion,180.0,1001.0,183,460,3.3,200.0,CCS,2000.0,480.0,5,AWD,JD - Large,4784,1938,1621,SUV,3,Eco Efficiency,2.3,0
Porsche,Taycan 4 Cross Turismo,220,97.0,Lithium-ion,396.0,610.0,188,510,4.7,281.0,CCS,0.0,446.0,5,AWD,F - Luxury,4974,1967,1409,Station/Estate,3,Eco Efficiency,1.8149466192170818,0
Porsche,Taycan 4 Plus,230,97.0,Lithium-ion,396.0,610.0,175,565,4.6,281.0,CCS,0.0,407.0,5,AWD,F - Luxury,4963,1966,1379,Sedan,3,Eco Efficiency,2.0106761565836297,0
Porsche,Taycan 4S Cross Turismo,240,97.0,Lithium-ion,396.0,710.0,188,510,3.8,281.0,CCS,0.0,446.0,5,AWD,F - Luxury,4974,1967,1409,Station/Estate,3,Eco Efficiency,1.8149466192170818,0
Porsche,Taycan 4S Plus,250,97.0,Lithium-ion,396.0,710.0,177,565,3.7,281.0,CCS,0.0,407.0,5,AWD,F - Luxury,4963,1966,1379,Sedan,3,Eco Efficiency,2.0106761565836297,0
Porsche,Taycan 4S Plus Sport Turismo,250,97.0,Lithium-ion,396.0,710.0,186,510,3.7,281.0,CCS,0.0,446.0,5,AWD,F - Luxury,4963,1966,1390,Station/Estate,3,Eco Efficiency,1.8149466192170818,0
Porsche,Taycan GTS,250,97.0,Lithium-ion,396.0,790.0,176,535,3.3,281.0,CCS,0.0,366.0,5,AWD,F - Luxury,4963,1966,1381,Sedan,3,Eco Efficiency,1.903914590747331,0
Porsche,Taycan GTS Sport Turismo,250,97.0,Lithium-ion,396.0,790.0,185,505,3.3,281.0,CCS,0.0,405.0,5,AWD,F - Luxury,4963,1966,1392,Station/Estate,3,Eco Efficiency,1.7971530249110321,0
Porsche,Taycan Plus,230,97.0,Lithium-ion,396.0,420.0,168,575,4.8,281.0,CCS,0.0,407.0,5,RWD,F - Luxury,4963,1966,1379,Sedan,3,Eco Efficiency,2.0462633451957295,0
Porsche,Taycan Plus Sport Turismo,230,97.0,Lithium-ion,396.0,420.0,176,530,4.8,281.0,CCS,0.0,446.0,5,RWD,F - Luxury,4963,1966,1390,Station/Estate,3,Eco Efficiency,1.886120996441281,0
Porsche,Taycan Turbo,260,97.0,Lithium-ion,396.0,940.0,174,535,2.7,281.0,CCS,0.0,366.0,5,AWD,F - Luxury,4963,1966,1379,Sedan,3,Eco Efficiency,1.903914590747331,0
Porsche,Taycan Turbo Cross Turismo,250,97.0,Lithium-ion,396.0,940.0,188,495,2.8,281.0,CCS,0.0,405.0,5,AWD,F - Luxury,4974,1967,1412,Station/Estate,3,Eco Efficiency,1.7615658362989324,0
Porsche,Taycan Turbo GT,290,97.0,Lithium-ion,396.0,1340.0,184,475,2.3,281.0,CCS,0.0,326.0,5,AWD,F - Luxury,4968,1966,1378,Sedan,3,Eco Efficiency,1.690391459074733,0
Porsche,Taycan Turbo GT Weissach,305,97.0,Lithium-ion,396.0,1340.0,180,475,2.2,281.0,CCS,0.0,367.0,2,AWD,F - Luxury,4968,1966,1378,Sedan,3,Eco Efficiency,1.690391459074733,0
Porsche,Taycan Turbo S,260,97.0,Lithium-ion,396.0,1110.0,174,525,2.4,281.0,CCS,0.0,366.0,5,AWD,F - Luxury,4963,1966,1378,Sedan,3,Eco Efficiency,1.8683274021352314,0
Porsche,Taycan Turbo S Cross Turismo,250,97.0,Lithium-ion,396.0,1110.0,188,485,2.5,281.0,CCS,0.0,405.0,5,AWD,F - Luxury,4974,1967,1407,Station/Estate,3,Eco Efficiency,1.7259786476868328,0
Porsche,Taycan Turbo S Sport Turismo,260,97.0,Lithium-ion,396.0,1110.0,183,505,2.4,281.0,CCS,0.0,405.0,5,AWD,F - Luxury,4963,1966,1388,Station/Estate,3,Eco Efficiency,1.7971530249110321,0
Porsche,Taycan Turbo Sport Turismo,260,97.0,Lithium-ion,396.0,940.0,184,505,2.7,281.0,CCS,0.0,405.0,5,AWD,F - Luxury,4963,1966,1392,Station/Estate,3,Eco Efficiency,1.7971530249110321,0
Renault,4 E-Tech 40kWh 120hp,150,40.0,Lithium-ion,93.0,225.0,124,245,9.2,55.0,CCS,750.0,420.0,5,FWD,JB - Compact,4143,1796,1552,SUV,0,City Commuter,4.454545454545454,1
Renault,4 E-Tech 52kWh 150hp,150,52.0,Lithium-ion,184.0,245.0,127,315,8.2,70.0,CCS,750.0,420.0,5,FWD,JB - Compact,4143,1796,1552,SUV,0,City Commuter,4.5,0
Renault,5 E-Tech 40kWh 120hp,150,40.0,Lithium-ion,93.0,225.0,132,250,9.0,55.0,CCS,500.0,326.0,5,FWD,B - Compact,3922,1808,1489,Hatchback,0,City Commuter,4.545454545454546,1
Renault,5 E-Tech 52kWh 150hp,150,52.0,Lithium-ion,184.0,245.0,129,320,8.0,70.0,CCS,500.0,326.0,5,FWD,B - Compact,3922,1808,1489,Hatchback,0,City Commuter,4.571428571428571,0
Renault,Megane E-Tech EV60 130hp (TU2025),150,60.0,Lithium-ion,288.0,250.0,125,380,10.5,88.0,CCS,500.0,440.0,5,FWD,C - Medium,4200,1860,1505,Hatchback,0,City Commuter,4.318181818181818,0
Renault,Megane E-Tech EV60 220hp (TU2025),160,60.0,Lithium-ion,288.0,300.0,133,380,7.4,88.0,CCS,900.0,440.0,5,FWD,C - Medium,4200,1860,1505,Hatchback,2,Family Utility,4.318181818181818,0
Renault,Scenic E-Tech EV60 170hp,150,60.0,Lithium-ion,192.0,280.0,144,340,8.6,75.0,CCS,1100.0,545.0,5,FWD,JC - Medium,4470,1864,1571,SUV,0,City Commuter,4.533333333333333,0
Renault,Scenic E-Tech EV87 220hp,170,87.0,Lithium-ion,288.0,300.0,143,480,7.9,95.0,CCS,1100.0,545.0,5,FWD,JC - Medium,4470,1864,1571,SUV,2,Family Utility,5.052631578947368,0
Skoda,Elroq 50,160,52.0,Lithium-ion,192.0,310.0,149,310,9.0,90.0,CCS,1000.0,470.0,5,RWD,JC - Medium,4488,1884,1625,SUV,0,City Commuter,3.4444444444444446,0
Skoda,Elroq 60,160,59.0,Lithium-ion,216.0,310.0,149,350,8.5,110.0,CCS,1000.0,470.0,5,RWD,JC - Medium,4488,1884,1625,SUV,0,City Commuter,3.1818181818181817,0
Skoda,Elroq 85,180,77.0,Lithium-ion,288.0,545.0,145,450,6.6,120.0,CCS,1000.0,470.0,5,RWD,JC - Medium,4488,1884,1625,SUV,2,Family Utility,3.75,0
Skoda,Elroq RS,180,79.0,Lithium-ion,288.0,679.0,151,450,5.4,135.0,CCS,1200.0,470.0,5,AWD,JC - Medium,4488,1884,1608,SUV,2,Family Utility,3.3333333333333335,0
Skoda,Enyaq 60,160,59.0,Lithium-ion,216.0,310.0,145,360,8.1,110.0,CCS,1000.0,585.0,5,RWD,JC - Medium,4658,1879,1622,SUV,2,Family Utility,3.272727272727273,0
Skoda,Enyaq 85,180,77.0,Lithium-ion,288.0,545.0,141,455,6.7,120.0,CCS,1000.0,585.0,5,RWD,JC - Medium,4658,1879,1622,SUV,2,Family Utility,3.7916666666666665,0
Skoda,Enyaq 85x,180,77.0,Lithium-ion,288.0,679.0,150,450,6.7,120.0,CCS,1200.0,585.0,5,AWD,JC - Medium,4658,1879,1620,SUV,2,Family Utility,3.75,0
Skoda,Enyaq Coupe 60,160,59.0,Lithium-ion,216.0,310.0,141,370,8.1,110.0,CCS,1000.0,570.0,5,RWD,JC - Medium,4658,1879,1623,SUV,2,Family Utility,3.3636363636363638,0
Skoda,Enyaq Coupe 85,180,77.0,Lithium-ion,288.0,545.0,138,470,6.7,120.0,CCS,1000.0,570.0,5,RWD,JC - Medium,4658,1879,1623,SUV,2,Family Utility,3.9166666666666665,0
Skoda,Enyaq Coupe 85x,180,77.0,Lithium-ion,288.0,679.0,146,460,6.7,120.0,CCS,1200.0,570.0,5,AWD,JC - Medium,4658,1879,1621,SUV,2,Family Utility,3.8333333333333335,0
Skoda,Enyaq Coupe RS,180,79.0,Lithium-ion,288.0,679.0,143,470,5.4,135.0,CCS,1200.0,570.0,5,AWD,JC - Medium,4660,1879,1608,SUV,2,Family Utility,3.4814814814814814,0
Skoda,Enyaq RS,180,79.0,Lithium-ion,288.0,679.0,147,460,5.4,135.0,CCS,1200.0,585.0,5,AWD,JC - Medium,4660,1879,1607,SUV,2,Family Utility,3.4074074074074074,0
Subaru,Solterra AWD,160,64.0,Lithium-ion,96.0,336.0,154,320,6.9,100.0,CCS,750.0,441.0,5,AWD,JC - Medium,4690,1860,1650,SUV,0,City Commuter,3.2,0
Tesla,Model 3 Long Range AWD (Highland),201,75.0,Lithium-ion,4416.0,493.0,119,525,4.4,124.0,CCS,1000.0,594.0,5,AWD,D - Large,4720,1849,1441,Sedan,2,Family Utility,4.233870967741935,0
Tesla,Model 3 Long Range RWD (Highland),201,75.0,Lithium-ion,4416.0,450.0,117,545,5.2,124.0,CCS,1000.0,594.0,5,RWD,D - Large,4720,1849,1441,Sedan,2,Family Utility,4.395161290322581,0
Tesla,Model 3 Performance (Highland),262,75.0,Lithium-ion,4416.0,741.0,142,490,3.2,124.0,CCS,0.0,594.0,5,AWD,D - Large,4720,1849,1431,Sedan,2,Family Utility,3.9516129032258065,0
Tesla,Model Y Long Range AWD (Juniper),201,75.0,Lithium-ion,4416.0,493.0,132,455,4.8,124.0,CCS,1600.0,854.0,5,AWD,JD - Large,4790,1982,1624,SUV,2,Family Utility,3.6693548387096775,0
Tesla,Model Y Long Range RWD (Juniper),201,75.0,Lithium-ion,4416.0,450.0,121,470,5.6,124.0,CCS,1600.0,854.0,5,RWD,JD - Large,4790,1982,1624,SUV,2,Family Utility,3.7903225806451615,0
Toyota,PROACE Verso L 75 kWh,130,68.0,Lithium-ion,324.0,260.0,204,260,13.3,79.0,CCS,1000.0,989.0,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,1,Luxury Performance,3.2911392405063293,1
Toyota,PROACE Verso M 50 kWh,130,46.3,Lithium-ion,216.0,260.0,217,180,12.1,78.0,CCS,1000.0,603.0,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,1,Luxury Performance,2.3076923076923075,1
Toyota,PROACE Verso M 75 kWh,130,68.0,Lithium-ion,324.0,260.0,202,260,13.3,79.0,CCS,1000.0,603.0,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,1,Luxury Performance,3.2911392405063293,1
Toyota,bZ4X AWD,160,64.0,Lithium-ion,96.0,336.0,154,345,6.9,100.0,CCS,750.0,452.0,5,AWD,JC - Medium,4690,1860,1600,SUV,2,Family Utility,3.45,0
Toyota,bZ4X FWD,160,64.0,Lithium-ion,96.0,265.0,145,350,7.5,100.0,CCS,750.0,452.0,5,FWD,JC - Medium,4690,1860,1600,SUV,0,City Commuter,3.5,0
Volkswagen,ID. Buzz LWB GTX,160,86.0,Lithium-ion,312.0,560.0,182,350,6.5,145.0,CCS,1600.0,1340.0,7,AWD,N - Passenger Van,4960,1985,1927,Small Passenger Van,1,Luxury Performance,2.413793103448276,0
Volkswagen,ID. Buzz LWB Pro,160,86.0,Lithium-ion,312.0,560.0,190,370,7.9,145.0,CCS,1000.0,1340.0,7,RWD,N - Passenger Van,4962,1985,1924,Small Passenger Van,1,Luxury Performance,2.5517241379310347,0
Volkswagen,ID. Buzz NWB GTX,160,79.0,Lithium-ion,288.0,560.0,194,330,6.5,135.0,CCS,1800.0,1121.0,6,AWD,N - Passenger Van,4712,1985,1925,Small Passenger Van,1,Luxury Performance,2.4444444444444446,0
Volkswagen,ID. Buzz NWB Pro,160,79.0,Lithium-ion,288.0,560.0,187,360,7.6,135.0,CCS,1200.0,1121.0,6,RWD,N - Passenger Van,4712,1985,1927,Small Passenger Van,1,Luxury Performance,2.6666666666666665,0
Volkswagen,ID. Buzz NWB Pure,145,59.0,Lithium-ion,216.0,310.0,178,275,10.7,110.0,CCS,1000.0,1121.0,6,RWD,N - Passenger Van,4712,1985,1927,Small Passenger Van,1,Luxury Performance,2.5,0
Volkswagen,ID.3 GTX,180,79.0,Lithium-ion,288.0,545.0,131,470,5.9,135.0,CCS,0.0,385.0,5,RWD,C - Medium,4322,1809,1538,Hatchback,2,Family Utility,3.4814814814814814,0
Volkswagen,ID.3 GTX Performance,200,79.0,Lithium-ion,288.0,545.0,131,465,5.6,135.0,CCS,0.0,385.0,5,RWD,C - Medium,4322,1809,1538,Hatchback,2,Family Utility,3.4444444444444446,0
Volkswagen,ID.3 Pro,160,59.0,Lithium-ion,216.0,310.0,136,365,7.6,110.0,CCS,0.0,385.0,5,RWD,C - Medium,4264,1809,1564,Hatchback,0,City Commuter,3.3181818181818183,0
Volkswagen,ID.3 Pro S,160,77.0,Lithium-ion,288.0,310.0,138,465,7.1,120.0,CCS,0.0,385.0,5,RWD,C - Medium,4264,1809,1564,Hatchback,2,Family Utility,3.875,0
Volkswagen,ID.3 Pure,160,52.0,Lithium-ion,192.0,310.0,134,325,8.2,90.0,CCS,0.0,385.0,5,RWD,C - Medium,4264,1809,1564,Hatchback,0,City Commuter,3.611111111111111,0
Volkswagen,ID.4 GTX,180,77.0,Lithium-ion,288.0,679.0,152,420,5.4,120.0,CCS,1200.0,543.0,5,AWD,JC - Medium,4584,1852,1631,SUV,2,Family Utility,3.5,0
Volkswagen,ID.4 Pro,180,77.0,Lithium-ion,288.0,545.0,149,445,6.7,120.0,CCS,1000.0,543.0,5,RWD,JC - Medium,4584,1852,1631,SUV,2,Family Utility,3.7083333333333335,0
Volkswagen,ID.4 Pro 4MOTION,180,77.0,Lithium-ion,288.0,679.0,155,435,6.6,120.0,CCS,1200.0,543.0,5,AWD,JC - Medium,4584,1852,1631,SUV,2,Family Utility,3.625,0
Volkswagen,ID.4 Pure,160,52.0,Lithium-ion,192.0,310.0,143,285,9.0,87.0,CCS,1000.0,543.0,5,RWD,JC - Medium,4584,1852,1640,SUV,0,City Commuter,3.2758620689655173,1
Volkswagen,ID.5 GTX,180,77.0,Lithium-ion,288.0,679.0,144,430,5.5,120.0,CCS,1200.0,549.0,5,AWD,JC - Medium,4599,1852,1615,SUV,2,Family Utility,3.5833333333333335,0
Volkswagen,ID.5 Pro,180,77.0,Lithium-ion,288.0,545.0,138,460,6.7,120.0,CCS,1000.0,549.0,5,RWD,JC - Medium,4599,1852,1615,SUV,2,Family Utility,3.8333333333333335,0
Volkswagen,ID.5 Pure,160,52.0,Lithium-ion,288.0,310.0,142,320,8.9,87.0,CCS,1000.0,549.0,5,RWD,JC - Medium,4599,1852,1615,SUV,0,City Commuter,3.67816091954023,0
Volkswagen,ID.7 GTX,180,86.0,Lithium-ion,312.0,560.0,145,500,5.4,145.0,CCS,1200.0,532.0,5,AWD,E - Executive,4961,1862,1536,Liftback Sedan,2,Family Utility,3.4482758620689653,0
Volkswagen,ID.7 Pro,180,77.0,Lithium-ion,288.0,550.0,132,475,6.5,125.0,CCS,1000.0,532.0,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan,2,Family Utility,3.8,0
Volkswagen,ID.7 Pro S,180,86.0,Lithium-ion,312.0,550.0,133,525,6.6,145.0,CCS,1000.0,532.0,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan,2,Family Utility,3.6206896551724137,0
Volkswagen,ID.7 Tourer GTX,180,86.0,Lithium-ion,312.0,560.0,147,500,5.5,145.0,CCS,1200.0,605.0,5,AWD,E - Executive,4961,1862,1536,Station/Estate,2,Family Utility,3.4482758620689653,0
Volkswagen,ID.7 Tourer Pro,180,77.0,Lithium-ion,288.0,550.0,146,470,6.6,125.0,CCS,1000.0,605.0,5,RWD,E - Executive,4961,1862,1536,Station/Estate,2,Family Utility,3.76,0
Volkswagen,ID.7 Tourer Pro S,180,86.0,Lithium-ion,312.0,550.0,125,520,6.7,145.0,CCS,1000.0,605.0,5,RWD,E - Executive,4961,1862,1536,Station/Estate,2,Family Utility,3.586206896551724,0
Volvo,EC40 Single Motor ER (MY26),180,79.0,Lithium-ion,324.0,420.0,146,420,7.3,125.0,CCS,1500.0,404.0,5,RWD,JC - Medium,4440,1873,1596,SUV,2,Family Utility,3.36,0
Volvo,EC40 Twin Motor (MY26),180,79.0,Lithium-ion,324.0,670.0,155,400,4.8,125.0,CCS,1800.0,404.0,5,AWD,JC - Medium,4440,1873,1596,SUV,2,Family Utility,3.2,0
Volvo,EC40 Twin Motor Performance (MY26),180,79.0,Lithium-ion,324.0,670.0,155,400,4.6,125.0,CCS,1800.0,404.0,5,AWD,JC - Medium,4440,1873,1596,SUV,2,Family Utility,3.2,0
Volvo,EX40 Single Motor ER (MY26),180,79.0,Lithium-ion,324.0,420.0,152,400,7.3,125.0,CCS,1500.0,410.0,5,RWD,JC - Medium,4440,1863,1652,SUV,2,Family Utility,3.2,0
Volvo,EX40 Twin Motor (MY26),180,79.0,Lithium-ion,324.0,670.0,163,385,4.8,125.0,CCS,1800.0,410.0,5,AWD,JC - Medium,4440,1863,1652,SUV,2,Family Utility,3.08,0
Volvo,EX40 Twin Motor Performance (MY26),180,79.0,Lithium-ion,324.0,670.0,163,385,4.6,125.0,CCS,1800.0,410.0,5,AWD,JC - Medium,4440,1863,1652,SUV,2,Family Utility,3.08,0
Volvo,EX90 Single Motor (MY24-26),180,100.0,Lithium-ion,192.0,490.0,182,460,8.4,140.0,CCS,1200.0,310.0,7,RWD,JF - Luxury,5037,1964,1744,SUV,2,Family Utility,3.2857142857142856,0
Volvo,EX90 Twin Motor (MY24-26),180,107.0,Lithium-ion,204.0,770.0,188,470,5.9,150.0,CCS,2200.0,310.0,7,AWD,JF - Luxury,5037,1964,1744,SUV,3,Eco Efficiency,3.1333333333333333,0
Volvo,EX90 Twin Motor Performance (MY24-26),180,107.0,Lithium-ion,204.0,910.0,188,455,4.9,150.0,CCS,2200.0,310.0,7,AWD,JF - Luxury,5037,1964,1744,SUV,3,Eco Efficiency,3.033333333333333,0
Zeekr,001 Long Range RWD,200,94.0,Lithium-ion,110.0,343.0,152,505,7.2,135.0,CCS,1500.0,539.0,5,RWD,E - Executive,4955,1999,1560,Liftback Sedan,2,Family Utility,3.740740740740741,0
Zeekr,001 Performance AWD,200,94.0,Lithium-ion,110.0,686.0,159,480,3.8,135.0,CCS,2000.0,539.0,5,AWD,E - Executive,4955,1999,1560,Liftback Sedan,3,Eco Efficiency,3.5555555555555554,0
Zeekr,001 Privilege AWD,200,94.0,Lithium-ion,110.0,686.0,162,480,3.8,135.0,CCS,2000.0,539.0,5,AWD,E - Executive,4955,1999,1548,Liftback Sedan,3,Eco Efficiency,3.5555555555555554,0
